track_id,genre,mean,std,median,q25,q75,q90,energy_mean_sq,sparsity_frac0,averagefrequency1,averagefrequency2,averagefrequency3,averagefrequency4,averagefrequency5,averagefrequency6,averagefrequency7,averagefrequency8,averagefrequency9,averagefrequency10,averagefrequency11,averagefrequency12,averagefrequency13,averagefrequency14,averagefrequency15,averagefrequency16,averagefrequency17,averagefrequency18,averagefrequency19,averagefrequency20,averagefrequency21,averagefrequency22,averagefrequency23,averagefrequency24,averagefrequency25,averagefrequency26,averagefrequency27,averagefrequency28,averagefrequency29,averagefrequency30
010440_s1,Folk,0.7880882024765015,0.20371650159358978,0.8390097618103027,0.643802285194397,0.9688018560409546,1.0,0.6625834107398987,0.015625,0.7786217927932739,0.8196166157722473,0.8086220026016235,0.7994652986526489,0.8272536993026733,0.8179662823677063,0.8137081861495972,0.813001811504364,0.8188705444335938,0.8057925701141357,0.8093879222869873,0.7990915179252625,0.7910946607589722,0.7836214303970337,0.7932240962982178,0.7787312865257263,0.7695852518081665,0.792446494102478,0.7792873978614807,0.7909250855445862,0.8192989826202393,0.8234049677848816,0.8088270425796509,0.814400315284729,0.803586483001709,0.7977737784385681,0.802491307258606,0.7720085382461548,0.7898960113525391,0.3772566318511963
010440_s2,Folk,0.796635627746582,0.204676553606987,0.8541722297668457,0.6530714631080627,0.9800071120262146,1.0,0.6765207648277283,0.015625,0.7733972668647766,0.783049464225769,0.7604578733444214,0.7485662698745728,0.7319132089614868,0.7515711188316345,0.8008966445922852,0.7781699895858765,0.78467857837677,0.805984377861023,0.8074197173118591,0.7767103314399719,0.7731605172157288,0.8490805625915527,0.7855356931686401,0.810331404209137,0.8595697283744812,0.8604440093040466,0.8513652086257935,0.8436641097068787,0.8411363959312439,0.848669171333313,0.8107340335845947,0.8339328169822693,0.8669611215591431,0.8593156337738037,0.845654308795929,0.8483035564422607,0.8463312387466431,0.4233292043209076
010440_s3,Folk,0.8170878887176514,0.19706866145133972,0.879430890083313,0.6889894604682922,0.9935724139213562,1.0,0.7064685821533203,0.015625,0.8351094126701355,0.8380094766616821,0.8236858248710632,0.8375602960586548,0.824032187461853,0.8091208338737488,0.8337544202804565,0.818139374256134,0.8142087459564209,0.8371242880821228,0.8178487420082092,0.8093490600585938,0.8140104413032532,0.8432530164718628,0.8250035643577576,0.83165442943573,0.8535424470901489,0.848416805267334,0.8467958569526672,0.8284395933151245,0.8405112028121948,0.8550630807876587,0.8179931640625,0.8317245244979858,0.8458915948867798,0.8157204389572144,0.8157541751861572,0.8389594554901123,0.831946611404419,0.40933504700660706
053576_s1,Folk,0.7178062200546265,0.20183466374874115,0.7427986860275269,0.6232147216796875,0.8532889485359192,0.9810841679573059,0.5559830069541931,0.015625,0.7742629051208496,0.7291375994682312,0.7724165320396423,0.7435705065727234,0.7284882068634033,0.7027074694633484,0.6927751302719116,0.7703796625137329,0.6964349746704102,0.7329648733139038,0.6868299841880798,0.670414924621582,0.7813968062400818,0.7435494661331177,0.7135616540908813,0.6943252086639404,0.6772680878639221,0.7144547700881958,0.7104139924049377,0.6595650911331177,0.784471869468689,0.7588270306587219,0.7120329141616821,0.7473174333572388,0.7246385812759399,0.7301448583602905,0.7575020790100098,0.713396430015564,0.7766033411026001,0.39151227474212646
053576_s2,Folk,0.6878232955932617,0.18571071326732635,0.6881434321403503,0.5889958143234253,0.8020538687705994,0.948735237121582,0.5075893998146057,0.015625,0.748794674873352,0.7149454355239868,0.7219792008399963,0.7631962895393372,0.7237306833267212,0.6985700726509094,0.6825268864631653,0.7033737301826477,0.6831461787223816,0.6565605998039246,0.6758184432983398,0.6607583165168762,0.6683666706085205,0.735220193862915,0.7158372402191162,0.6936579346656799,0.6874051094055176,0.6741039752960205,0.721677839756012,0.6901456117630005,0.6709375381469727,0.7086824178695679,0.6642162799835205,0.6864908337593079,0.747268795967102,0.7006791830062866,0.6862725019454956,0.673812985420227,0.6625468730926514,0.35034483671188354
053576_s3,Folk,0.7362971305847168,0.177487313747406,0.7412442564964294,0.647761344909668,0.8457448482513428,0.9895015358924866,0.5736352205276489,0.015625,0.634239137172699,0.6952639818191528,0.7208251357078552,0.7305160760879517,0.7516692876815796,0.7069756388664246,0.761820375919342,0.7661076784133911,0.8361575603485107,0.8137249946594238,0.7882624864578247,0.7891217470169067,0.7558994293212891,0.7774142026901245,0.7784420251846313,0.7554892301559448,0.748229444026947,0.7402039766311646,0.7613040804862976,0.7669309377670288,0.7042348384857178,0.7646477222442627,0.7652401924133301,0.7603350281715393,0.7544803023338318,0.6678605079650879,0.7509143352508545,0.7632513046264648,0.7342033386230469,0.37588977813720703
014653_s1,Rock,0.9100748896598816,0.143250972032547,0.9522313475608826,0.8635631203651428,1.0,1.0,0.8487571477890015,0.015625,0.9540449380874634,0.9148046374320984,0.9134799838066101,0.9060953259468079,0.8989261388778687,0.9870406985282898,0.9370222091674805,0.9565588235855103,0.9125697612762451,0.9485213756561279,0.9673848748207092,0.885037362575531,0.8774304986000061,0.9431677460670471,0.88861083984375,0.8963415622711182,0.9888303279876709,0.9236382246017456,0.8948355317115784,0.9336036443710327,0.8868069648742676,0.9198143482208252,0.9400476217269897,0.9056528806686401,0.9262806177139282,0.9228477478027344,0.8646767139434814,0.9114981889724731,0.9820080399513245,0.4678255617618561
014653_s2,Rock,0.9043661952018738,0.14341463148593903,0.9398705959320068,0.855017900466919,1.0,1.0,0.8384460210800171,0.015625,0.9497450590133667,0.9298292994499207,0.9125648736953735,0.9250304102897644,0.9047552347183228,0.938919186592102,0.8891412615776062,0.974307656288147,0.9267735481262207,0.900280237197876,0.9378259778022766,0.9114891290664673,0.9267435073852539,0.9559222459793091,0.9022031426429749,0.8942744731903076,0.898909330368042,0.8709237575531006,0.910812258720398,0.9895992279052734,0.9092355370521545,0.9076811671257019,0.9239561557769775,0.8796336650848389,0.8964060544967651,0.9124797582626343,0.8904911279678345,0.9477735161781311,0.9226158261299133,0.44332247972488403
014653_s3,Rock,0.9110453128814697,0.14709649980068207,0.9627421498298645,0.8648006916046143,1.0,1.0,0.8516409397125244,0.015625,0.978427529335022,0.9355148077011108,0.9259855151176453,0.8772098422050476,0.9357072710990906,0.9639507532119751,0.9136624336242676,0.9286303520202637,0.8877909183502197,0.9115480184555054,0.9913582801818848,0.9324038028717041,0.9087691307067871,0.9354645013809204,0.8423275947570801,0.8361682891845703,0.9748350381851196,0.9122846126556396,0.919575572013855,0.9462016224861145,0.9024697542190552,0.9072308540344238,0.9909522533416748,0.942618727684021,0.9281110763549805,0.9421266317367554,0.9030752182006836,0.9226045608520508,0.9420188665390015,0.44965267181396484
126182_s1,Instrumental,0.9534585475921631,0.1295829713344574,1.0,0.9448752403259277,1.0,1.0,0.9258749485015869,0.015625,0.9746637344360352,0.9786039590835571,0.9645481109619141,0.9895687103271484,0.9889097213745117,0.973432719707489,0.9802894592285156,0.9554630517959595,0.9738567471504211,0.9569078683853149,0.9566507339477539,0.9645510315895081,0.9601154327392578,0.956413984298706,0.9454770088195801,0.9944025278091431,0.9792457818984985,0.9519538879394531,0.9812177419662476,0.9714456796646118,0.9461194276809692,0.9736039042472839,0.940365195274353,0.9552651643753052,0.9727109670639038,0.96476149559021,0.9502396583557129,0.9701948761940002,0.9936766624450684,0.4946480393409729
